host_time_sec,elapsed_sec,stm_tick_ms,stm_time_sec,body_distance,body_velocity,body_roll,body_roll_rate,body_pitch,body_pitch_rate,body_yaw_rate,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,left_hip_pos,left_knee_pos,left_wheel_pos,right_hip_pos,right_knee_pos,right_wheel_pos,left_hip_vel,left_knee_vel,left_wheel_vel,right_hip_vel,right_knee_vel,right_wheel_vel,left_hip_effort,left_knee_effort,left_wheel_effort,right_hip_effort,right_knee_effort,right_wheel_effort,left_hip_absolute,left_calf_absolute,left_leg_length,right_leg_length,right_hip_absolute,right_calf_absolute,left_phi,right_phi,left_phi_rate_raw,right_phi_rate_raw,left_phi_rate_lpf,right_phi_rate_lpf,left_length_rate_raw,right_length_rate_raw,left_length_rate_lpf,right_length_rate_lpf,online_mask,safety_state,last_command_timeout,knee_limit_flag,comm_rx_error_count,comm_crc_error_count,can_error_count
1782555941.2986913,0.0,1782555941049,1782555941.049218,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.0,-1.2163012027740479,9.859701156616211,2.0194036960601807,0.729719877243042,-0.1598827987909317,1.9351153373718262,0.8224482536315918,-0.1623591184616089,-0.0,0.0015978968003764749,0.0,-0.011185277253389359,-0.019174762070178986,0.0,0.0,0.0,0.4782049357891083,0.0,0.0,-0.07032425701618195,2.0194036960601807,0.729719877243042,0.32480208957532924,0.3447447661785791,1.9351153373718262,0.8224482536315918,1.2911891538697016,1.3097965913443104,-0.0002655708779831441,-0.0002404003846681204,-0.0002655708779831441,-0.0002404003846681204,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1
1782555941.2991729,0.00048160552978515625,1782555941054,1782555941.053878,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.047885868698358536,0.014365761540830135,9.730409622192383,2.0194642543792725,0.729719877243042,-0.1598827987909317,1.9351153373718262,0.8225113153457642,-0.1623591184616089,0.01438107155263424,0.0015978968003764749,0.0,-0.011185277253389359,-0.011185277253389359,0.0,0.0,0.0,0.021097276359796524,0.0,0.0,0.10548637807369232,2.0194642543792725,0.729719877243042,0.3247948347345785,0.3447514104477191,1.9351153373718262,0.8225113153457642,1.291214202044849,1.3098329572359246,1.6443689892348806e-05,0.0001617807965371446,1.6443689892348806e-05,0.0001617807965371446,-0.0015567895006789619,0.0014257691922215166,-0.00015567895006789615,0.00014257691922215163,-1,-1,-1,-1,-1,-1,-1
1782555941.3018315,0.0031402111053466797,1782555941059,1782555941.0588448,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.04309728369116783,-0.023942934349179268,9.816603660583496,2.0194642543792725,0.7297892570495605,-0.1598827987909317,1.935134768486023,0.8225113153457642,-0.1623591184616089,0.01438107155263424,0.015978967770934105,0.0,0.0,-0.011185277253389359,0.0,0.0,0.0,3.670926094055176,0.0,0.0,-0.40788066387176514,2.0194642543792725,0.7297892570495605,0.3248031463587333,0.34474936319441546,1.935134768486023,0.8225113153457642,1.291254884906798,1.3098411830007373,0.0004251551553863283,0.0002364963413996632,0.0004251551553863283,0.0002364963413996632,0.0016734580663914438,-0.00041219291093307883,2.723475157803782e-05,8.709993620662859e-05,-1,-1,-1,-1,-1,-1,-1
1782555941.302214,0.003522634506225586,1782555941064,1782555941.0638528,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.014365761540830135,-0.02873152308166027,9.787872314453125,2.019454002380371,0.7297892570495605,-0.1598827987909317,1.935134768486023,0.8224755525588989,-0.1623591184616089,0.009587381035089493,0.015978967770934105,0.0,0.0,-0.0031957949977368116,0.0,0.0,0.0,-0.43601036071777344,0.0,0.0,0.6188533902168274,2.019454002380371,0.7297892570495605,0.3248043745047169,0.3447455951604882,1.935134768486023,0.8224755525588989,1.2912506444388074,1.30982055961206,0.0003615582911265186,1.8756551889756505e-05,0.0003615582911265186,1.8756551889756505e-05,0.00024523768681297697,-0.0007524056069156516,4.903504510153173e-05,3.149381894400604e-06,-1,-1,-1,-1,-1,-1,-1
1782555941.3043966,0.005705356597900391,1782555941069,1782555941.0688734,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.014365761540830135,0.004788587335497141,9.821392059326172,2.019454002380371,0.7298029661178589,-0.1598827987909317,1.9351497888565063,0.8224755525588989,-0.1623591184616089,0.009587381035089493,0.012783175334334373,0.0,0.0031957949977368116,-0.0031957949977368116,0.0,0.0,0.0,-0.43601036071777344,0.0,0.0,0.28832945227622986,2.019454002380371,0.7298029661178589,0.32480601678001214,0.3447440125541409,1.9351497888565063,0.8224755525588989,1.291258683103398,1.3098269181414248,0.00042353689439528165,8.114288886207513e-05,0.00042353689439528165,8.114288886207513e-05,0.00032710617532477214,-0.00031522139485846534,7.684215812385576e-05,-2.8687695780885982e-05,-1,-1,-1,-1,-1,-1,-1
1782555941.3093655,0.010674238204956055,1782555941074,1782555941.073875,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,-0.004788587335497141,-0.033520109951496124,9.787872314453125,2.0194458961486816,0.7298029661178589,-0.1598827987909317,1.9351497888565063,0.8224453926086426,-0.1623591184616089,0.006391587201505899,0.012783175334334373,0.0,0.0031957949977368116,-0.0047936877235770226,0.0,0.0,0.0,0.021097276359796524,0.0,0.0,-0.2250376045703888,2.0194458961486816,0.7298029661178589,0.32480698785756895,0.3447408347237393,1.9351497888565063,0.8224453926086426,1.2912553301633982,1.3098095256824849,0.0003688410067419555,-9.678512053873122e-05,0.0003688410067419555,-9.678512053873122e-05,0.00019415551915534664,-0.0006353697571150525,8.857349422700486e-05,-8.935590191430263e-05,-1,-1,-1,-1,-1,-1,-1
1782555941.3153768,0.01668548583984375,1782555941079,1782555941.078884,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.047885868698358536,0.019154349341988564,9.850123405456543,2.0194458961486816,0.7297624349594116,-0.1598827987909317,1.9351909160614014,0.8224453926086426,-0.1623591184616089,0.006391587201505899,0.007989483885467052,0.0,0.004793691448867321,-0.0047936877235770226,0.0,0.0,0.0,0.0140648502856493,0.0,0.0,0.10548637807369232,2.0194458961486816,0.7297624349594116,0.324802132418019,0.34473650119527666,1.9351909160614014,0.8224453926086426,1.291231563663083,1.3098269358292085,0.00011315794698372756,8.184500617101494e-05,0.00011315794698372756,8.184500617101494e-05,-0.0009693554917525869,-0.0008651594918807629,-1.7219404370954282e-05,-0.00016693626091094865,-1,-1,-1,-1,-1,-1,-1
1782555941.3190749,0.020383596420288086,1782555941084,1782555941.0838652,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.047885868698358536,-0.062251631170511246,9.768717765808105,2.0194265842437744,0.7297624349594116,-0.1598827987909317,1.9351909160614014,0.8225666284561157,-0.1623591184616089,0.007989483885467052,0.007989483885467052,0.0,0.004793691448867321,0.006391588598489761,0.0,0.0,0.0,0.48523736000061035,0.0,0.0,0.6188533902168274,2.0194265842437744,0.7297624349594116,0.32480444590829843,0.3447492752748503,1.9351909160614014,0.8225666284561157,1.2912235758096158,1.309896849364396,2.7321315731931774e-05,0.0007795155957884305,2.7321315731931774e-05,0.0007795155957884305,0.000464436966117789,0.002564417415016847,3.0946232677920034e-05,0.00010619910668183087,-1,-1,-1,-1,-1,-1,-1
1782555941.3239307,0.02523946762084961,1782555941089,1782555941.0888586,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,-0.014365761540830135,0.02873152308166027,9.807026863098145,2.0194265842437744,0.7296959161758423,-0.1598827987909317,1.935093641281128,0.8225666284561157,-0.1623591184616089,0.007989483885467052,0.001597896683961153,0.0,-0.007989484816789627,0.006391588598489761,0.0,0.0,0.0,-0.42897793650627136,0.0,0.0,0.10548637807369232,2.0194265842437744,0.7296959161758423,0.3247964770958725,0.34475952378938984,1.935093641281128,0.8225666284561157,1.291184570643502,1.309855669901904,-0.0003646089313288169,0.0003282041011195486,-0.0003646089313288169,0.0003282041011195486,-0.0015958566574352767,0.0020523961768224137,-0.00013173405633339958,0.0003008188136958891,-1,-1,-1,-1,-1,-1,-1
1782555941.3288684,0.03017711639404297,1782555941094,1782555941.0938764,-0.00028645398147821293,0.0,-0.0014381163055077195,0.0,-0.003259730525314808,0.0,0.0,-0.0014381163055077195,-0.003259730525314808,-0.002508692210540176,0.0,0.0,0.0,0.1436576247215271,0.0,9.850123405456543,2.0194613933563232,0.7296959161758423,-0.1598827987909317,1.935093641281128,0.8224939107894897,-0.1623591184616089,0.007989483885467052,0.001597896683961153,0.0,-0.007989484816789627,0.0015978962182998657,0.0,0.0,0.0,0.03516212850809097,0.0,0.0,-0.40788066387176514,2.0194613933563232,0.7296959161758423,0.3247923068973968,0.34475186259753887,1.935093641281128,0.8224939107894897,1.2911989683381089,1.309813735943932,-0.00020290424365796968,-0.0001060815319666341,-0.00020290424365796968,-0.0001060815319666341,-0.0008310880997551585,-0.0015268159092130561,-0.00020166946067557546,0.0001180553414049946,-1,-1,-1,-1,-1,-1,-1
