host_time_sec,elapsed_sec,stm_tick_ms,stm_time_sec,body_distance_raw,body_distance,body_velocity_raw,body_velocity,body_roll,body_roll_rate,body_pitch,body_pitch_rate,body_yaw_rate,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,left_hip_pos,left_knee_pos,left_wheel_pos,right_hip_pos,right_knee_pos,right_wheel_pos,left_hip_vel_raw,left_hip_vel,left_knee_vel_raw,left_knee_vel,left_wheel_vel_raw,left_wheel_vel,right_hip_vel_raw,right_hip_vel,right_knee_vel_raw,right_knee_vel,right_wheel_vel_raw,right_wheel_vel,left_hip_effort,left_knee_effort,left_wheel_effort,right_hip_effort,right_knee_effort,right_wheel_effort,left_hip_absolute,left_calf_absolute,left_leg_length,right_leg_length,right_hip_absolute,right_calf_absolute,left_phi,right_phi,left_phi_rate_raw,right_phi_rate_raw,left_phi_rate_lpf,right_phi_rate_lpf,left_length_rate_raw,right_length_rate_raw,left_length_rate_lpf,right_length_rate_lpf,online_mask,safety_state,last_command_timeout,knee_limit_flag,comm_rx_error_count,comm_crc_error_count,can_error_count
1782557585.0710273,0.0,1782557584927,1782557584.9270782,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-5.758371444828774e-128,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,-0.04309728369116783,-0.1340804398059845,9.888432502746582,2.2276036739349365,0.8758660554885864,-0.30327004194259644,2.1683297157287598,0.946994423866272,-0.9618929028511047,0.0015978981973603368,0.0038588715409177427,-0.0031957942992448807,-0.0015971389842399952,0.0,-3.1552720245637115e-126,0.004793690517544746,-0.0006786569046358377,0.006391587667167187,-0.0008102122031124663,0.0,0.0,0.0,0.0,-0.1687782108783722,0.0,0.0,-0.3023942708969116,2.2276036739349365,0.8758931159973145,0.31722125437829646,0.3328024974880745,2.1683297157287598,0.9469785690307617,1.4628908717768314,1.4800409257082698,-0.002496240052294095,0.003402307159155359,0.0004025715042084168,0.0009597602817219027,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1
1782557585.0770948,0.006067514419555664,1782557584932,1782557584.9320838,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-4.203611154725005e-128,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,-0.047885868698358536,0.02873152308166027,9.74477481842041,2.227618932723999,0.8758931159973145,-0.30327004194259644,2.1683413982391357,0.9469785690307617,-0.9618929028511047,0.012783174403011799,0.007142157205112267,0.004793692380189896,0.0023370568037030456,0.0,-1.6814444618900017e-126,0.012783174403011799,0.006451202910829108,0.0031957924365997314,0.0016558842530943626,0.0,0.0,0.0,0.0,0.04922697693109512,0.0,0.0,0.13361608982086182,2.227618932723999,0.8758931159973145,0.31721935282880453,0.3328011617163745,2.1683413982391357,0.9469785690307617,1.4628971194016858,1.480045805788812,0.0012481870018623607,0.0009749710078169229,0.0007661861681996127,0.0009663008939427614,0.0006772847832548915,-0.00036408248785319507,0.00012757622616831957,-9.796329794384251e-05,-1,-1,-1,-1,-1,-1,-1
1782557585.0841594,0.013132095336914062,1782557584937,1782557584.9370818,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-3.0686361429492534e-128,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,0.07182881236076355,-0.08140598237514496,9.850123405456543,2.227618932723999,0.8759216070175171,-0.30327004194259644,2.1683413982391357,0.9470586776733398,-0.9618929028511047,0.012783174403011799,0.009567794600209066,0.01757686585187912,0.008128184242009954,0.0,-1.2274544571797012e-126,0.012783174403011799,0.009173950652467665,0.027164243161678314,0.011349060638356265,0.0,0.0,0.0,0.0,0.04922697693109512,0.0,0.0,-0.3023942708969116,2.227618932723999,0.8759216070175171,0.31722290336378783,0.3328103210718857,2.1683413982391357,0.9470586776733398,1.462913944921444,1.4800924508670203,0.0033664716321379494,0.009332807237026584,0.0018843089176930976,0.0045638986214688055,-0.00037990266934217847,-0.0002668682759018352,-9.443075619514906e-06,-0.00014356764199250055,-1,-1,-1,-1,-1,-1,-1
1782557585.0895698,0.01854252815246582,1782557584942,1782557584.9420748,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-2.240104384352955e-128,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,-0.11971467733383179,-0.009577174670994282,9.730409622192383,2.227618932723999,0.8759216070175171,-0.30327004194259644,2.1683413982391357,0.9470586776733398,-0.9618929028511047,-0.020772660151124,0.009567794600209066,0.01757686585187912,0.008128184242009954,0.0,-1.2274544571797012e-126,0.009587381035089493,0.009173950652467665,0.027164243161678314,0.011349060638356265,0.0,0.0,0.0,0.0,0.04922697693109512,0.0,0.0,-0.3023942708969116,2.2275075912475586,0.8759216070175171,0.31723677807911344,0.33280473283640966,2.1683902740478516,0.9470586776733398,1.4628683561776028,1.4801128676681912,-0.009130601215192916,0.004089116169323499,-0.0028521024394478887,0.004359742167046324,0.000710395605714341,0.0018326156302946775,0.0001849133683406262,0.00039000184152503754,-1,-1,-1,-1,-1,-1,-1
1782557585.09306,0.022032737731933594,1782557584947,1782557584.9471157,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-1.635276200577657e-128,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,0.10534892231225967,-0.033520109951496124,9.941106796264648,2.2275075912475586,0.8759216070175171,-0.30327004194259644,2.1683902740478516,0.9470586776733398,-0.9618929028511047,-0.020772660151124,-0.003478600942864153,-0.015978969633579254,0.011718683253760237,0.0,-8.960417537411819e-127,0.009587381035089493,0.009351725716995052,0.006391587667167187,0.017358829997218644,0.0,0.0,0.0,0.0,0.04922697693109512,0.0,0.0,-0.3023942708969116,2.2275075912475586,0.8757994174957275,0.31722155149379133,0.3328030290676167,2.1683902740478516,0.947043776512146,1.4627961970823646,1.480104191114639,-0.014314769985045822,-0.0017212364976444325,-0.007781049484055001,0.001744921341229298,0.0027788546456418246,-0.0011192225389192885,0.0008852775132119498,-1.7488741194930538e-05,-1,-1,-1,-1,-1,-1,-1
1782557585.1041448,0.03311753273010254,1782557584952,1782557584.9520762,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-1.1937516264216898e-128,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,0.09577173739671707,0.014365761540830135,9.826181411743164,2.2275567054748535,0.8757994174957275,-0.30327004194259644,2.168302536010742,0.947043776512146,-0.9618929028511047,-0.0,-0.006221576449377056,-0.015978969633579254,-0.005331991863685954,0.0,-4.775006505686758e-127,-0.006391587201505899,0.002639860280504589,0.006391587667167187,0.010607395618838965,0.0,0.0,0.0,0.0,0.34458884596824646,0.0,0.0,0.13361608982086182,2.2275567054748535,0.8757994174957275,0.3172154308265755,0.33281306059961446,2.168302536010742,0.947043776512146,1.4628163065740414,1.480067540444218,0.004053699302049277,-0.007388093120083639,-0.0026921075060301605,-0.002182274877135265,-0.0030206180637960384,-0.00033799008008769053,-0.00016931429258020708,-0.00010402410269597574,-1,-1,-1,-1,-1,-1,-1
1782557585.104689,0.033661603927612305,1782557584957,1782557584.9571178,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-8.714386872878335e-129,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,-0.08619456738233566,0.0,9.672945976257324,2.2275567054748535,0.8758151531219482,-0.30327004194259644,2.168302536010742,0.946956992149353,-0.9618929028511047,-0.0,-0.0035462985761449215,-0.006391587201505899,-0.005734638092057534,0.0,-3.4857547491513333e-127,-0.006391587201505899,-0.0012436621367599213,-0.012783174403011799,0.0017189790105356737,0.0,0.0,0.0,0.0,-0.4641400873661041,0.0,0.0,-0.3023942708969116,2.2275567054748535,0.8758151531219482,0.3172173918371862,0.33280313810935785,2.168302536010742,0.946956992149353,1.4628255993720998,1.480017008377333,0.0018432242536414716,-0.010023023279317363,-0.0007419148493713586,-0.005553796690073568,-0.0012338126104701219,0.0020221701727433186,-0.00045672883841048405,0.0004700483516726338,-1,-1,-1,-1,-1,-1,-1
1782557585.1076796,0.036652326583862305,1782557584962,1782557584.9621146,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-6.361502417201185e-129,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,0.03830869868397713,-0.10056033730506897,9.921953201293945,2.227637529373169,0.8758151531219482,-0.30327004194259644,2.168370246887207,0.946956992149353,-0.9618929028511047,0.012783174403011799,0.003475374804892469,-0.006391587201505899,-0.005984278753647912,0.0,-2.5446009668804734e-127,0.0031957936007529497,0.0006653038303706134,-0.012783174403011799,-0.0037918392866123666,0.0,0.0,0.0,0.0,0.04922697693109512,0.0,0.0,-0.3023942708969116,2.227637529373169,0.8758151531219482,0.31720731917184236,0.3327953959627905,2.168370246887207,0.946956992149353,1.4628586918932216,1.4800452928399888,0.006622773819608447,0.005660541790964759,0.0024249012782899585,-0.0007316311432270873,0.0003889659816808988,-0.001968123549288499,-0.00022839123698581066,-0.00018825806158687206,-1,-1,-1,-1,-1,-1,-1
1782557585.1117365,0.04070925712585449,1782557584967,1782557584.9670923,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-4.643896764556865e-129,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,0.10056033730506897,0.06704021990299225,9.759140968322754,2.227637529373169,0.8759146928787231,-0.30327004194259644,2.168370246887207,0.946989893913269,-0.9618929028511047,0.012783174403011799,0.007477728632083781,0.012783174403011799,0.0011473534458827784,0.0,-1.8575587058227454e-127,0.0031957936007529497,0.001753414431635018,-0.004793690517544746,-0.004172542754366671,0.0,0.0,0.0,0.0,0.5696264505386353,0.0,0.0,-0.32349154353141785,2.227637529373169,0.8759146928787231,0.31721972422659306,0.33279915803810983,2.168370246887207,0.946989893913269,1.4629174760451669,1.480064450777665,0.011809493420856678,0.003848750580864821,0.006460275899593649,0.0012379329981324334,-0.0020158326434977945,-0.0015494282047909245,-0.0007110004167440463,-0.0005557740002519663,-1,-1,-1,-1,-1,-1,-1
1782557585.11784,0.04681277275085449,1782557584972,1782557584.9721115,-4.107870187053386e-06,-4.0949869246556765e-06,0.0,-3.3900446381265116e-129,-0.001917488407343626,0.0,-0.0022051117848604918,0.0,0.0,-0.001917488407343626,-0.0022051117848604918,0.016676694154739383,0.0,0.0,0.0,-0.02873152308166027,-0.05746304616332054,9.783082962036133,2.227593421936035,0.8759146928787231,-0.30327004194259644,2.168329954147339,0.946989893913269,-0.9618929028511047,0.006391586735844612,0.007010687616700938,0.012783174403011799,0.005568965409591807,0.0,-1.3560178552506041e-127,-0.011185277253389359,-0.0038102229929254648,-0.004793690517544746,-0.00440857890437434,0.0,0.0,0.0,0.0,-0.1687782108783722,0.0,0.0,0.13361608982086182,2.227593421936035,0.8759146928787231,0.3172252208342096,0.33280376509794046,2.168329954147339,0.946989893913269,1.4628994164499542,1.480047619486801,-0.0035981109841657175,-0.0033533892549773275,0.002135169539577121,-0.0007363355707047639,0.002492124282070495,0.0007557853989914954,0.0001538432519358799,-0.0002016529624562316,-1,-1,-1,-1,-1,-1,-1
